BPL.BLD.ID,1.2,2.1,2.3,2.4,2.5,3.1,3.2,3.4,3.5,3.6,4.1,4.2,4.3,4.5,4.6,4.7,4.8,5.1,5.3,5.4,5.5,5.6,6.1,6.2,7.1,7.2,7.3,8.1,8.2,8.3,8.4,8.5,Age,Experience
1013,Daily,Never,Never,Never,Never,Daily,Never,Never,Never,Daily,Never,Never,Weekly,Never,Weekly,Daily,Weekly,Daily,Daily,Weekly,Weekly,Never,Weekly,Never,Never,Never,Never,Seasonally,Never,Not Applicable,Not Applicable,Seasonally,45-54,20+Y
1014,Daily,Daily,Seasonally,Seasonally,Seasonally,Not Applicable,Not Applicable,Never,Never,Not Applicable,Never,Daily,Daily,Never,Monthly,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Monthly,Daily,Never,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1016,Daily,Daily,Daily,Weekly,Seasonally,Weekly,Weekly,Daily,Daily,Seasonally,Never,Seasonally,Seasonally,Never,Never,Never,Never,Daily,Daily,Never,Never,Not Applicable,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Never,Never,35-40,20+Y
1017,Daily,Daily,Monthly,Monthly,Weekly,Weekly,Never,Never,Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Never,Seasonally,Weekly,Never,Not Applicable,Not Applicable,Seasonally,45-54,20+Y
1019,Monthly,Never,Daily,Never,Seasonally,Daily,Daily,Never,Never,Seasonally,Daily,Daily,Daily,Never,Daily,Never,Monthly,Daily,Daily,Daily,Daily,Never,Never,Never,Never,Never,Never,Daily,Never,Never,Never,Never,55+,20+Y
1021,Daily,Monthly,Monthly,Never,Monthly,Not Applicable,Not Applicable,Never,Daily,Monthly,Not Applicable,Seasonally,Seasonally,Seasonally,Seasonally,Not Applicable,Seasonally,Daily,Weekly,Seasonally,Never,Not Applicable,Daily,Daily,Never,Never,Never,Weekly,Never,Never,Never,Never,55+,20+Y
1022,Not Applicable,Never,Not Applicable,Never,Annually,Not Applicable,Not Applicable,Daily,Not Applicable,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Never,Not Applicable,Seasonally,Daily,Seasonally,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Seasonally,Daily,Never,Not Applicable,Not Applicable,Not Applicable,55+,10-15Y
1023,Daily,Daily,Seasonally,Never,Seasonally,Weekly,Monthly,Never,Daily,Seasonally,Seasonally,Daily,Daily,Seasonally,Monthly,Monthly,Monthly,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Weekly,Weekly,Weekly,Never,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1026,Daily,Daily,Monthly,Monthly,Daily,Weekly,Daily,Daily,Daily,Not Applicable,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Weekly,Monthly,Seasonally,Daily,Weekly,Never,Never,No understanding,35-40,5-10Y
1027,Daily,Never,Daily,Never,Monthly,Monthly,Never,Never,Daily,Monthly,Never,Not Applicable,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Seasonally,Seasonally,Monthly,Seasonally,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1028,Daily,Daily,Seasonally,Seasonally,Seasonally,Daily,Never,Never,Never,Monthly,Never,Weekly,Never,Daily,Monthly,Monthly,Monthly,Daily,Daily,Daily,Weekly,Seasonally,Daily,Monthly,Weekly,Weekly,Never,Weekly,Never,Never,Never,Weekly,35-40,15-20Y
1031,Weekly,Not Applicable,Daily,Never,Weekly,Not Applicable,Not Applicable,Never,Daily,Daily,Never,Daily,Never,Never,Daily,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1032,Weekly,Daily,Daily,Never,Daily,Never,Never,Never,Daily,Daily,Daily,Daily,Never,Not Applicable,Daily,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Not Applicable,Not Applicable,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,35-40,20+Y
1033,Weekly,Daily,Never,Never,Seasonally,Not Applicable,Not Applicable,Never,Daily,Monthly,Not Applicable,Monthly,Not Applicable,Not Applicable,Monthly,Never,Seasonally,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Never,Daily,Never,Never,Never,Never,55+,20+Y
1034,Daily,Daily,Never,Never,Never,Never,Never,Never,Daily,Never,Not Applicable,Daily,Never,Never,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Never,Never,Never,55+,15-20Y
1035,Daily,Weekly,Never,Never,As needed,Never,Never,Never,Daily,Daily,Not applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Never,Daily,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,NR,NR
1036,Daily,Monthly,Monthly,Never,Seasonally,Daily,Daily,Never,Daily,Monthly,Never,Daily,Daily,Seasonally,Monthly,Daily,Daily,Daily,Daily,Seasonally,Seasonally,Seasonally,Never,Never,Never,Never,Never,Daily,Never,Never,Never,Never,25-34,5-10Y
1038,Daily,Never,Monthly,Never,Monthly,Seasonally,Never,Never,Daily,Monthly,Never,Weekly,Never,Seasonally,Monthly,Never,Seasonally,Never,Daily,Weekly,Daily,Seasonally,Daily,Monthly,Never,Never,Never,Monthly,Never,Never,Never,Never,35-40,20+Y
1042,Daily,Monthly,Monthly,Seasonally,Never,Seasonally,Seasonally,Never,Daily,Monthly,Monthly,Weekly,Weekly,Monthly,Monthly,Daily,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Weekly,Seasonally,Seasonally,Seasonally,Annually,Seasonally,Never,Not Applicable,Not Applicable,Not Applicable,35-40,15-20Y
1043,Daily,Daily,Daily,Not Applicable,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Seasonally,Not Applicable,Daily,Daily,Not Applicable,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,5-10Y
1044,Daily,Daily,Daily,Never,Seasonally,Not Applicable,Not Applicable,Never,Never,Not Applicable,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,No understanding,Daily,Never,Never,Daily,Never,Not Applicable,Never,Never,45-54,10-15Y
1047,Daily,Daily,Annually,Never,Annually,Daily,Never,Never,Never,Daily,Never,Daily,Never,Not Applicable,Daily,Daily,Weekly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,35-40,10-15Y
1048,Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,Daily,Weekly,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,35-44,20+Y
1052,Daily,Weekly,Monthly,Never,Not Applicable,Monthly,Never,Never,Daily,Daily,Never,Daily,Daily,Seasonally,Daily,Daily,Monthly,Monthly,Daily,Monthly,Daily,Monthly,Never,Never,Daily,Never,Daily,Daily,Never,Never,Never,Seasonally,35-40,5-10Y
1053,Daily,Daily,Daily,Weekly,Daily,Daily,Never,Never,Daily,Weekly,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Not Applicable,Daily,Not Applicable,Daily,Daily,Daily,Daily,Never,Daily,Not Applicable,Daily,55+,20+Y
1055,Daily,Monthly,Monthly,Never,Seasonally,Not Applicable,Not Applicable,Never,Daily,Monthly,Never,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Never,Seasonally,Weekly,Weekly,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,35-40,15-20Y
1057,Weekly,Monthly,Monthly,Never,Seasonally,Seasonally,Seasonally,Never,Daily,Seasonally,Never,Daily,Daily,Monthly,Monthly,Monthly,Monthly,Daily,Daily,Monthly,Daily,Monthly,Daily,Daily,Daily,Daily,Seasonally,Daily,Never,Never,Never,Never,45-54,15-20Y
1058,Daily,No understanding,Seasonally,Never,Monthly,No understanding,Never,Never,Daily,Seasonally,Never,Never,Never,Never,Monthly,Never,Never,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Never,Never,Daily,Never,Never,Monthly,No understanding,Never,Never,Never,45-54,20+Y
1063,Daily,Daily,Never,Never,Seasonally,Daily,Never,Never,Daily,Weekly,Never,Daily,Never,Never,Daily,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Weekly,Daily,Daily,Never,Never,Never,Daily,Never,Never,Never,Never,55+,20+Y
1066,Never,Daily,Weekly,Never,Monthly,Never,Never,Never,Seasonally,Seasonally,Never,Seasonally,Never,Never,Weekly,Never,Never,Never,Never,Seasonally,Never,Seasonally,Never,Weekly,Never,Never,Never,Daily,Daily,Never,Never,Never,35-40,10-15Y
1068,Daily,Weekly,Weekly,Never,Weekly,Daily,Daily,Daily,Daily,Weekly,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Monthly,Daily,Daily,Daily,Never,Daily,Weekly,Never,Never,Never,Weekly,55+,20+Y
1073,Daily,Never,Seasonally,Never,Seasonally,Never,Never,Never,Never,Seasonally,Never,Never,Daily,Never,Seasonally,Daily,Never,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1075,Daily,Not Applicable,Never,Never,Never,Never,Never,Never,Daily,Weekly,Never,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,10-15Y
